"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent"
"921","South America",2020-05-30,843490,48009,39325,1205,73,81,"South America"
"922","South America",2020-05-31,875658,32168,40060,735,74,82,"South America"
"923","South America",2020-06-01,901751,26093,40968,908,75,83,"South America"
"924","South America",2020-06-02,938290,36539,42483,1515,76,84,"South America"
"925","South America",2020-06-03,984442,46152,44310,1827,77,85,"South America"
"926","South America",2020-06-04,1027545,43103,46083,1773,78,86,"South America"
"927","South America",2020-06-05,1072078,44533,47500,1417,79,87,"South America"
"928","South America",2020-06-06,1111719,39641,48755,1255,80,88,"South America"
"929","South America",2020-06-07,1144762,33043,49641,886,81,89,"South America"
"930","South America",2020-06-08,1172493,27731,51222,1581,82,90,"South America"
"931","South America",2020-06-09,1215125,42632,52765,1543,83,91,"South America"
"932","South America",2020-06-10,1262696,47571,54535,1770,84,92,"South America"
"933","South America",2020-06-11,1308713,46017,56249,1714,85,93,"South America"
"934","South America",2020-06-12,1346585,37872,57592,1343,86,94,"South America"
"935","South America",2020-06-13,1385472,38887,59099,1507,87,95,"South America"
"936","South America",2020-06-14,1422818,37346,60427,1328,88,96,"South America"
"937","South America",2020-06-15,1458641,35823,61482,1055,89,97,"South America"
"938","South America",2020-06-16,1505699,47058,63077,1595,90,98,"South America"
"939","South America",2020-06-17,1582698,76999,64951,1874,91,99,"South America"
"940","South America",2020-06-18,1619064,36366,66821,1870,92,100,"South America"
"941","South America",2020-06-19,1690651,71587,68690,1869,93,101,"South America"
"942","South America",2020-06-20,1740062,49411,70259,1569,94,102,"South America"
"943","South America",2020-06-21,1773951,33889,71566,1307,95,103,"South America"
"944","South America",2020-06-22,1810157,36206,72601,1035,96,104,"South America"
"945","South America",2020-06-23,1863497,53340,74370,1769,97,105,"South America"
"946","South America",2020-06-24,1917839,54342,76036,1666,98,106,"South America"
"947","South America",2020-06-25,1974836,56997,77752,1716,99,107,"South America"
"948","South America",2020-06-26,2038144,63308,79380,1628,100,108,"South America"
"949","South America",2020-06-27,2093769,55625,81205,1825,101,109,"South America"
"950","South America",2020-06-28,2143324,49555,82488,1283,102,110,"South America"
"951","South America",2020-06-29,2178001,34677,83618,1130,103,111,"South America"
"952","South America",2020-06-30,2225846,47845,85412,1794,104,112,"South America"
"953","South America",2020-07-01,2287092,61246,86988,1576,105,113,"South America"
"954","South America",2020-07-02,2350921,63829,88925,1937,106,114,"South America"
"955","South America",2020-07-03,2410077,59156,90892,1967,107,115,"South America"
"956","South America",2020-07-04,2463633,53556,92636,1744,108,116,"South America"
"957","South America",2020-07-05,2505479,41846,93806,1170,109,117,"South America"
"958","South America",2020-07-06,2540006,34527,94973,1167,110,118,"South America"
"959","South America",2020-07-07,2599461,59455,96777,1804,111,119,"South America"
"960","South America",2020-07-08,2659392,59931,98577,1800,112,120,"South America"
"961","South America",2020-07-09,2719075,59683,100391,1814,113,121,"South America"
"962","South America",2020-07-10,2781903,62828,102245,1854,114,122,"South America"
